epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
251,12402.3,0.46322,0.00781,0.03083,0.26689,0.93561,0.9977,1,0.995,0.82109,0.9977,1,0.995,0.995,0.75708,0.01278,0.00043,0.30563,1.18834,0.00035,0.00035,0.00035
252,12450.3,0.50055,0.00501,0.0192,0.29219,0.96735,0.99776,1,0.995,0.82082,0.99776,1,0.995,0.995,0.76985,0.01211,0.00047,0.3135,1.20356,0.0003434,0.0003434,0.0003434
253,12497.7,0.54575,0.0095,0.01906,0.28575,0.93369,0.99773,1,0.995,0.81001,0.99773,1,0.995,0.995,0.77069,0.01177,0.00056,0.3104,1.20318,0.0003368,0.0003368,0.0003368
254,12545.1,0.46173,0.00983,0.02321,0.25388,0.92757,0.99776,1,0.995,0.80985,0.99776,1,0.995,0.995,0.76543,0.01172,0.00073,0.30191,1.18288,0.0003302,0.0003302,0.0003302
255,12591.9,0.49128,0.00978,0.03605,0.28432,0.98737,0.9977,1,0.995,0.81624,0.9977,1,0.995,0.995,0.77532,0.01147,0.00075,0.29872,1.18925,0.0003236,0.0003236,0.0003236
256,12638,0.47115,0.0068,0.053,0.27414,0.9277,0.9977,1,0.995,0.81029,0.9977,1,0.995,0.995,0.78211,0.01125,0.00073,0.30024,1.19653,0.000317,0.000317,0.000317
257,12684.4,0.41887,0.00983,0.02516,0.24952,0.89684,0.99768,1,0.995,0.80511,0.99768,1,0.995,0.995,0.79108,0.01113,0.0007,0.30758,1.21013,0.0003104,0.0003104,0.0003104
258,12731.9,0.45242,0.01131,0.05355,0.2624,0.95533,0.99766,1,0.995,0.79843,0.99766,1,0.995,0.995,0.79169,0.01064,0.00053,0.3136,1.22099,0.0003038,0.0003038,0.0003038
259,12778,0.41842,0.00749,0.01182,0.24523,0.9163,0.99766,1,0.995,0.78784,0.99766,1,0.995,0.995,0.79339,0.01053,0.0005,0.3168,1.23566,0.0002972,0.0002972,0.0002972
260,12825,0.48888,0.00653,0.01395,0.28642,0.95332,0.99768,1,0.995,0.78233,0.99768,1,0.995,0.995,0.80089,0.01047,0.00049,0.31988,1.24922,0.0002906,0.0002906,0.0002906
261,12871.5,0.46914,0.00664,0.02171,0.24998,0.9193,0.99771,1,0.995,0.78341,0.99771,1,0.995,0.995,0.80495,0.01077,0.00044,0.32513,1.24361,0.000284,0.000284,0.000284
262,12919.9,0.44251,0.00701,0.02698,0.24593,0.9056,0.99767,1,0.995,0.80621,0.99767,1,0.995,0.995,0.77186,0.01131,0.00028,0.31582,1.18144,0.0002774,0.0002774,0.0002774
263,12966.8,0.47738,0.00661,0.02719,0.25588,0.94082,0.99767,1,0.995,0.82075,0.99767,1,0.995,0.995,0.76994,0.01184,0.00025,0.31228,1.17691,0.0002708,0.0002708,0.0002708
264,13012.8,0.46548,0.00796,0.02351,0.25325,0.92384,0.99762,1,0.995,0.8219,0.99762,1,0.995,0.995,0.77789,0.01173,0.00023,0.3076,1.1879,0.0002642,0.0002642,0.0002642
265,13059.7,0.45282,0.00783,0.01546,0.24454,0.92807,0.99765,1,0.995,0.82194,0.99765,1,0.995,0.995,0.79184,0.01159,0.00026,0.30589,1.20998,0.0002576,0.0002576,0.0002576
266,13111,0.44025,0.00691,0.02632,0.24345,0.9166,0.99759,1,0.995,0.81097,0.99759,1,0.995,0.995,0.80184,0.01075,0.00029,0.31215,1.2272,0.000251,0.000251,0.000251
267,13162.4,0.46045,0.00805,0.05529,0.27231,0.92587,0.99761,1,0.995,0.80824,0.99761,1,0.995,0.995,0.79285,0.0102,0.00029,0.31036,1.21288,0.0002444,0.0002444,0.0002444
268,13208.5,0.433,0.00778,0.00416,0.2627,0.86885,0.99759,1,0.995,0.80363,0.99759,1,0.995,0.995,0.79045,0.00993,0.00032,0.30805,1.20598,0.0002378,0.0002378,0.0002378
269,13254.7,0.46898,0.01042,0.01824,0.25457,0.95343,0.9976,1,0.995,0.80079,0.9976,1,0.995,0.995,0.78765,0.00959,0.00036,0.30864,1.19895,0.0002312,0.0002312,0.0002312
270,13301.2,0.42814,0.00863,0.02695,0.24278,0.92619,0.99761,1,0.995,0.82568,0.99761,1,0.995,0.995,0.79116,0.00966,0.00045,0.31006,1.21028,0.0002246,0.0002246,0.0002246
271,13347.7,0.45965,0.01068,0.0819,0.25957,0.95551,0.99766,1,0.995,0.81625,0.99766,1,0.995,0.995,0.79426,0.00974,0.00047,0.30806,1.2198,0.000218,0.000218,0.000218
272,13393.8,0.46094,0.00977,0.03463,0.25819,0.92222,0.99768,1,0.995,0.81875,0.99768,1,0.995,0.995,0.78977,0.00976,0.00051,0.30679,1.21891,0.0002114,0.0002114,0.0002114
273,13440.1,0.43519,0.00642,0.04955,0.23178,0.90367,0.99766,1,0.995,0.82223,0.99766,1,0.995,0.995,0.78339,0.00971,0.00054,0.30447,1.21469,0.0002048,0.0002048,0.0002048
274,13486.9,0.42004,0.0164,0.04394,0.24746,0.91678,0.99764,1,0.995,0.81944,0.99764,1,0.995,0.995,0.7758,0.00981,0.00052,0.29759,1.20213,0.0001982,0.0001982,0.0001982
275,13532.7,0.46429,0.00607,0.00994,0.24736,0.90633,0.99764,1,0.995,0.81072,0.99764,1,0.995,0.995,0.77836,0.00977,0.00053,0.3005,1.20424,0.0001916,0.0001916,0.0001916
276,13579.2,0.44008,0.00751,0.07493,0.24399,0.92456,0.99769,1,0.995,0.82039,0.99769,1,0.995,0.995,0.78971,0.01002,0.00058,0.30883,1.22637,0.000185,0.000185,0.000185
277,13626.1,0.41889,0.00911,0.03142,0.23988,0.91625,0.99768,1,0.995,0.79905,0.99768,1,0.995,0.995,0.8042,0.0103,0.00062,0.31325,1.24887,0.0001784,0.0001784,0.0001784
278,13671.1,0.43066,0.00725,0.03802,0.2513,0.90511,0.99767,1,0.995,0.78278,0.99767,1,0.995,0.995,0.81506,0.0108,0.00065,0.31709,1.25946,0.0001718,0.0001718,0.0001718
279,13713.8,0.45193,0.00615,0.03177,0.25959,0.92027,0.99766,1,0.995,0.79985,0.99766,1,0.995,0.995,0.80866,0.01076,0.00065,0.31257,1.24838,0.0001652,0.0001652,0.0001652
280,13759.2,0.40729,0.00588,0.13624,0.25869,0.89536,0.99765,1,0.995,0.80607,0.99765,1,0.995,0.995,0.79814,0.01077,0.0006,0.30996,1.23219,0.0001586,0.0001586,0.0001586
281,13801.6,0.43239,0.00575,0.09641,0.24957,0.89117,0.99765,1,0.995,0.80383,0.99765,1,0.995,0.995,0.7859,0.01097,0.00056,0.30778,1.2212,0.000152,0.000152,0.000152
282,13849.7,0.4545,0.00785,0.01839,0.28517,0.93367,0.99764,1,0.995,0.79657,0.99764,1,0.995,0.995,0.78009,0.01071,0.00046,0.30892,1.21872,0.0001454,0.0001454,0.0001454
283,13894.1,0.47138,0.00636,0.02104,0.27793,0.95961,0.99767,1,0.995,0.78933,0.99767,1,0.995,0.995,0.79493,0.01052,0.00039,0.30997,1.23735,0.0001388,0.0001388,0.0001388
284,13939.4,0.43986,0.00538,0.05064,0.25652,0.91458,0.99762,1,0.995,0.78417,0.99762,1,0.995,0.995,0.81971,0.01072,0.00039,0.31739,1.26353,0.0001322,0.0001322,0.0001322
285,13985.8,0.49388,0.00586,0.00985,0.29209,0.94781,0.99762,1,0.995,0.78403,0.99762,1,0.995,0.995,0.83408,0.011,0.00032,0.32409,1.28054,0.0001256,0.0001256,0.0001256
286,14032.5,0.43624,0.00783,0.01945,0.23814,0.89569,0.99763,1,0.995,0.78432,0.99763,1,0.995,0.995,0.82298,0.01092,0.00033,0.31845,1.27644,0.000119,0.000119,0.000119
287,14078.1,0.40344,0.00956,0.01882,0.23174,0.89633,0.99766,1,0.995,0.78808,0.99766,1,0.995,0.995,0.81677,0.01089,0.00031,0.31734,1.27226,0.0001124,0.0001124,0.0001124
288,14124.8,0.45272,0.00925,0.04589,0.2689,0.92735,0.99766,1,0.995,0.78619,0.99766,1,0.995,0.995,0.81639,0.01104,0.0003,0.31883,1.27192,0.0001058,0.0001058,0.0001058
289,14171.4,0.42119,0.00814,0.00511,0.24706,0.89544,0.99765,1,0.995,0.78444,0.99765,1,0.995,0.995,0.81405,0.01136,0.00032,0.31177,1.26727,9.92e-05,9.92e-05,9.92e-05
290,14218.5,0.41864,0.00909,0.02751,0.22852,0.91902,0.99768,1,0.995,0.78911,0.99768,1,0.995,0.995,0.81689,0.0115,0.00031,0.3124,1.26751,9.26e-05,9.26e-05,9.26e-05
291,14264.1,0.36681,0.00902,0.00034,0.22518,0.91089,0.99767,1,0.995,0.79952,0.99767,1,0.995,0.995,0.81481,0.01083,0.00025,0.31329,1.25499,8.6e-05,8.6e-05,8.6e-05
292,14311.4,0.38526,0.00896,0.00034,0.22326,0.93001,0.99765,1,0.995,0.7954,0.99765,1,0.995,0.995,0.81211,0.01034,0.00023,0.31336,1.24063,7.94e-05,7.94e-05,7.94e-05
293,14358.5,0.44598,0.00684,0.00913,0.22908,0.9485,0.99768,1,0.995,0.79684,0.99768,1,0.995,0.995,0.81363,0.01008,0.00022,0.31499,1.23534,7.28e-05,7.28e-05,7.28e-05
294,14405,0.43045,0.01014,0.00085,0.23746,0.91236,0.99767,1,0.995,0.79326,0.99767,1,0.995,0.995,0.81957,0.01012,0.0002,0.31624,1.2386,6.62e-05,6.62e-05,6.62e-05
295,14451,0.36935,0.00626,0.00036,0.21412,0.89593,0.99766,1,0.995,0.79326,0.99766,1,0.995,0.995,0.81744,0.01017,0.00019,0.31553,1.23702,5.96e-05,5.96e-05,5.96e-05
296,14496.6,0.39736,0.00877,0.00028,0.21634,0.90334,0.99765,1,0.995,0.79883,0.99765,1,0.995,0.995,0.81427,0.01017,0.00019,0.31299,1.23397,5.3e-05,5.3e-05,5.3e-05
297,14542.2,0.42196,0.00679,0.00038,0.21876,0.89859,0.99763,1,0.995,0.80887,0.99763,1,0.995,0.995,0.80616,0.00998,0.00017,0.31165,1.22514,4.64e-05,4.64e-05,4.64e-05
298,14588,0.39094,0.00862,0.00031,0.2302,0.95134,0.99766,1,0.995,0.80643,0.99766,1,0.995,0.995,0.80231,0.01021,0.00017,0.31091,1.22433,3.98e-05,3.98e-05,3.98e-05
299,14633.8,0.36783,0.00824,0.00037,0.21246,0.86635,0.99766,1,0.995,0.80701,0.99766,1,0.995,0.995,0.80187,0.01051,0.00017,0.31035,1.22723,3.32e-05,3.32e-05,3.32e-05
