epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,7831.27,0.59196,0.00315,0.03473,0.29359,0.90715,0.99943,1,0.995,0.8771,0.99943,1,0.995,0.9932,0.62805,0.01077,0.00019,0.24295,0.86313,0.0004028,0.0004028,0.0004028
123,7899.7,0.5946,0.00347,0.04045,0.2872,0.90066,0.99942,1,0.995,0.88552,0.99942,1,0.995,0.99327,0.62965,0.01125,0.0003,0.24184,0.86714,0.0003896,0.0003896,0.0003896
124,7967.49,0.58257,0.00311,0.00953,0.28402,0.90307,0.99942,1,0.995,0.87707,0.99942,1,0.995,0.99366,0.61477,0.01095,0.00023,0.24242,0.86221,0.0003764,0.0003764,0.0003764
125,8036.18,0.58067,0.00291,0.01496,0.28566,0.90295,0.99944,1,0.995,0.86758,0.99944,1,0.995,0.99437,0.66932,0.01051,0.00018,0.25205,0.87846,0.0003632,0.0003632,0.0003632
126,8104.87,0.60004,0.00414,0.02323,0.30046,0.91762,0.99942,1,0.995,0.87578,0.99942,1,0.995,0.99353,0.60973,0.01057,0.00012,0.24556,0.86258,0.00035,0.00035,0.00035
127,8172.77,0.61577,0.00302,0.01618,0.29069,0.91307,0.99942,1,0.995,0.85176,0.99942,1,0.995,0.99286,0.68699,0.01041,7e-05,0.25369,0.88873,0.0003368,0.0003368,0.0003368
128,8240.68,0.58749,0.00268,0.01925,0.28303,0.89223,0.99942,1,0.995,0.8601,0.99942,1,0.995,0.99315,0.65017,0.01087,7e-05,0.23968,0.87009,0.0003236,0.0003236,0.0003236
129,8308.06,0.57273,0.00419,0.02359,0.27499,0.90255,0.99942,1,0.995,0.86118,0.99942,1,0.995,0.99301,0.66201,0.0105,9e-05,0.24262,0.87646,0.0003104,0.0003104,0.0003104
130,8375.39,0.58995,0.00275,0.01139,0.28218,0.90189,0.99943,1,0.995,0.87491,0.99943,1,0.995,0.99326,0.62282,0.01093,0.00011,0.2325,0.87267,0.0002972,0.0002972,0.0002972
131,8442.38,0.5805,0.00271,0.0239,0.28547,0.90423,0.99942,1,0.995,0.87723,0.99942,1,0.995,0.99317,0.60625,0.01115,0.00012,0.23831,0.8636,0.000284,0.000284,0.000284
132,8509.82,0.58799,0.00335,0.02189,0.28375,0.91461,0.99942,1,0.995,0.88291,0.99942,1,0.995,0.99315,0.60968,0.01086,9e-05,0.24225,0.86339,0.0002708,0.0002708,0.0002708
133,8577.77,0.58943,0.0043,0.02134,0.28857,0.91435,0.99942,1,0.995,0.87543,0.99942,1,0.995,0.99192,0.64163,0.01095,7e-05,0.23776,0.86975,0.0002576,0.0002576,0.0002576
134,8645.58,0.56272,0.00326,0.02936,0.27695,0.88552,0.99942,1,0.995,0.87298,0.99942,1,0.995,0.99119,0.63012,0.01105,0.0001,0.23355,0.86672,0.0002444,0.0002444,0.0002444
135,8712.82,0.56679,0.00262,0.01962,0.27554,0.90066,0.99942,1,0.995,0.875,0.99942,1,0.995,0.99117,0.62152,0.01124,0.00013,0.23282,0.86857,0.0002312,0.0002312,0.0002312
136,8780.27,0.59928,0.00264,0.02549,0.28628,0.90509,0.99941,1,0.995,0.86759,0.99941,1,0.995,0.99091,0.6241,0.0112,0.00012,0.23735,0.86819,0.000218,0.000218,0.000218
137,8847.33,0.55247,0.00282,0.02988,0.27179,0.89224,0.99942,1,0.995,0.87113,0.99942,1,0.995,0.99059,0.59776,0.01084,9e-05,0.23015,0.86013,0.0002048,0.0002048,0.0002048
138,8914.87,0.58447,0.0028,0.01129,0.27981,0.9144,0.99941,1,0.995,0.86491,0.99941,1,0.995,0.99005,0.61424,0.01099,8e-05,0.23265,0.86515,0.0001916,0.0001916,0.0001916
139,8982.08,0.56473,0.00287,0.02092,0.26908,0.89035,0.99941,1,0.995,0.86556,0.99941,1,0.995,0.99161,0.60325,0.01093,7e-05,0.22997,0.86322,0.0001784,0.0001784,0.0001784
140,9048.49,0.56981,0.00321,0.01692,0.28314,0.89583,0.99942,1,0.995,0.86141,0.99942,1,0.995,0.99005,0.62772,0.0106,8e-05,0.22883,0.87002,0.0001652,0.0001652,0.0001652
141,9113.89,0.51431,0.00461,0.00055,0.22621,0.86874,0.99895,1,0.995,0.86642,0.99895,1,0.995,0.98987,0.61152,0.01142,9e-05,0.22211,0.86449,0.000152,0.000152,0.000152
142,9179.31,0.51029,0.00211,0.00028,0.22897,0.86471,0.99899,1,0.995,0.8618,0.99899,1,0.995,0.98991,0.62001,0.01126,8e-05,0.22988,0.86581,0.0001388,0.0001388,0.0001388
143,9244.62,0.51939,0.00254,0.00181,0.22898,0.88513,0.99939,1,0.995,0.86781,0.99939,1,0.995,0.99158,0.6094,0.01083,9e-05,0.23317,0.86263,0.0001256,0.0001256,0.0001256
144,9309.62,0.51821,0.00208,0.00063,0.23054,0.87927,0.99943,1,0.995,0.85957,0.99943,1,0.995,0.99182,0.63482,0.01081,8e-05,0.23651,0.86906,0.0001124,0.0001124,0.0001124
145,9374.95,0.49992,0.00186,0.00089,0.22087,0.86105,0.99943,1,0.995,0.87059,0.99943,1,0.995,0.99242,0.61987,0.01089,8e-05,0.23284,0.86374,9.92e-05,9.92e-05,9.92e-05
146,9440.43,0.51044,0.00198,0.00235,0.22639,0.89611,0.99943,1,0.995,0.87662,0.99943,1,0.995,0.99293,0.62519,0.01088,7e-05,0.22982,0.86517,8.6e-05,8.6e-05,8.6e-05
147,9506.43,0.51008,0.00191,0.00028,0.22147,0.87266,0.99942,1,0.995,0.87616,0.99942,1,0.995,0.99284,0.60409,0.01092,7e-05,0.22379,0.86201,7.28e-05,7.28e-05,7.28e-05
148,9572.16,0.50527,0.00197,0.00018,0.21823,0.87416,0.99943,1,0.995,0.87474,0.99943,1,0.995,0.99273,0.6232,0.01088,7e-05,0.22505,0.86631,5.96e-05,5.96e-05,5.96e-05
149,9637.85,0.50713,0.00167,0.00031,0.21817,0.86496,0.99943,1,0.995,0.87345,0.99943,1,0.995,0.99279,0.62603,0.01085,6e-05,0.22766,0.86681,4.64e-05,4.64e-05,4.64e-05
150,9703.97,0.49681,0.00187,0.00128,0.21985,0.87283,0.99942,1,0.995,0.87498,0.99942,1,0.995,0.99277,0.62406,0.01078,6e-05,0.22903,0.86727,3.32e-05,3.32e-05,3.32e-05
